GISJOIN,FIPS,STATE,STATEFP,COUNTY,COUNTY_CLEAN,COUNTYFP,YEAR,POPULATION,DATA_SPARSE,AC_ERA,POP_1950,POP_CHANGE_FROM_1950,PCT_CHANGE_FROM_1950
G2201010,22.0101.0,Louisiana,22.0,St. Mary Parish,St. Mary Parish,101.0,1880,19891,True,Pre-AC,35848.0,-15957.0,-44.51
G2201030,22.0103.0,Louisiana,22.0,St. Tammany Parish,St. Tammany Parish,103.0,1880,6887,True,Pre-AC,26988.0,-20101.0,-74.48
G2201050,22.0105.0,Louisiana,22.0,Tangipahoa Parish,Tangipahoa Parish,105.0,1880,9638,True,Pre-AC,53218.0,-43580.0,-81.89
G2201070,22.0107.0,Louisiana,22.0,Tensas Parish,Tensas Parish,107.0,1880,17815,True,Pre-AC,13209.0,4606.0,34.87
G2201090,22.0109.0,Louisiana,22.0,Terrebonne Parish,Terrebonne Parish,109.0,1880,17957,True,Pre-AC,43328.0,-25371.0,-58.56
G2201110,22.0111.0,Louisiana,22.0,Union Parish,Union Parish,111.0,1880,13526,True,Pre-AC,19141.0,-5615.0,-29.33
G2201130,22.0113.0,Louisiana,22.0,Vermilion Parish,Vermilion Parish,113.0,1880,8728,True,Pre-AC,36929.0,-28201.0,-76.37
G2201150,22.0115.0,Louisiana,22.0,Vernon Parish,Vernon Parish,115.0,1880,5160,True,Pre-AC,18974.0,-13814.0,-72.8
G2201170,22.0117.0,Louisiana,22.0,Washington Parish,Washington Parish,117.0,1880,5190,True,Pre-AC,38371.0,-33181.0,-86.47
G2201190,22.0119.0,Louisiana,22.0,Webster Parish,Webster Parish,119.0,1880,10005,True,Pre-AC,35704.0,-25699.0,-71.98
G2201210,22.0121.0,Louisiana,22.0,West Baton Rouge Parish,West Baton Rouge Parish,121.0,1880,7667,True,Pre-AC,11738.0,-4071.0,-34.68
G2201230,22.0123.0,Louisiana,22.0,West Carroll Parish,West Carroll Parish,123.0,1880,2776,True,Pre-AC,17248.0,-14472.0,-83.91
G2201250,22.0125.0,Louisiana,22.0,West Feliciana Parish,West Feliciana Parish,125.0,1880,12809,True,Pre-AC,10169.0,2640.0,25.96
G2201270,22.0127.0,Louisiana,22.0,Winn Parish,Winn Parish,127.0,1880,5846,True,Pre-AC,16119.0,-10273.0,-63.73
G2800010,28.01.0,Mississippi,28.0,Adams County,Adams,1.0,1880,22649,True,Pre-AC,32256.0,-9607.0,-29.78
G2800030,28.03.0,Mississippi,28.0,Alcorn County,Alcorn,3.0,1880,14272,True,Pre-AC,27158.0,-12886.0,-47.45
G2800050,28.05.0,Mississippi,28.0,Amite County,Amite,5.0,1880,14004,True,Pre-AC,19261.0,-5257.0,-27.29
G2800070,28.07.0,Mississippi,28.0,Attala County,Attala,7.0,1880,19988,True,Pre-AC,26652.0,-6664.0,-25.0
G2800090,28.09.0,Mississippi,28.0,Benton County,Benton,9.0,1880,11023,True,Pre-AC,8793.0,2230.0,25.36
G2800110,28.011.0,Mississippi,28.0,Bolivar County,Bolivar,11.0,1880,18652,True,Pre-AC,63004.0,-44352.0,-70.4
G2800130,28.013.0,Mississippi,28.0,Calhoun County,Calhoun,13.0,1880,13492,True,Pre-AC,18369.0,-4877.0,-26.55
G2800150,28.015.0,Mississippi,28.0,Carroll County,Carroll,15.0,1880,17795,True,Pre-AC,15499.0,2296.0,14.81
G2800170,28.017.0,Mississippi,28.0,Chickasaw County,Chickasaw,17.0,1880,17905,True,Pre-AC,18951.0,-1046.0,-5.52
G2800190,28.019.0,Mississippi,28.0,Choctaw County,Choctaw,19.0,1880,9036,True,Pre-AC,11009.0,-1973.0,-17.92
G2800210,28.021.0,Mississippi,28.0,Claiborne County,Claiborne,21.0,1880,16768,True,Pre-AC,11944.0,4824.0,40.39
G2800230,28.023.0,Mississippi,28.0,Clarke County,Clarke,23.0,1880,15021,True,Pre-AC,19362.0,-4341.0,-22.42
G2800250,28.025.0,Mississippi,28.0,Clay County,Clay,25.0,1880,17367,True,Pre-AC,17757.0,-390.0,-2.2
G2800270,28.027.0,Mississippi,28.0,Coahoma County,Coahoma,27.0,1880,13568,True,Pre-AC,49361.0,-35793.0,-72.51
G2800290,28.029.0,Mississippi,28.0,Copiah County,Copiah,29.0,1880,27552,True,Pre-AC,30493.0,-2941.0,-9.64
G2800310,28.031.0,Mississippi,28.0,Covington County,Covington,31.0,1880,5993,True,Pre-AC,16036.0,-10043.0,-62.63
G2800330,28.033.0,Mississippi,28.0,DeSoto County,DeSoto,33.0,1880,22924,True,Pre-AC,24599.0,-1675.0,-6.81
G2800370,28.037.0,Mississippi,28.0,Franklin County,Franklin,37.0,1880,9729,True,Pre-AC,10929.0,-1200.0,-10.98
G2800410,28.041.0,Mississippi,28.0,Greene County,Greene,41.0,1880,3194,True,Pre-AC,8215.0,-5021.0,-61.12
G2800430,28.043.0,Mississippi,28.0,Grenada County,Grenada,43.0,1880,12071,True,Pre-AC,18830.0,-6759.0,-35.89
G2800450,28.045.0,Mississippi,28.0,Hancock County,Hancock,45.0,1880,6439,True,Pre-AC,11891.0,-5452.0,-45.85
G2800470,28.047.0,Mississippi,28.0,Harrison County,Harrison,47.0,1880,7895,True,Pre-AC,84073.0,-76178.0,-90.61
G2800490,28.049.0,Mississippi,28.0,Hinds County,Hinds,49.0,1880,43958,True,Pre-AC,142164.0,-98206.0,-69.08
G2800510,28.051.0,Mississippi,28.0,Holmes County,Holmes,51.0,1880,27164,True,Pre-AC,33301.0,-6137.0,-18.43
G2800550,28.055.0,Mississippi,28.0,Issaquena County,Issaquena,55.0,1880,10004,True,Pre-AC,4966.0,5038.0,101.45
G2800570,28.057.0,Mississippi,28.0,Itawamba County,Itawamba,57.0,1880,10663,True,Pre-AC,17216.0,-6553.0,-38.06
G2800590,28.059.0,Mississippi,28.0,Jackson County,Jackson,59.0,1880,7607,True,Pre-AC,31401.0,-23794.0,-75.77
G2800610,28.061.0,Mississippi,28.0,Jasper County,Jasper,61.0,1880,12126,True,Pre-AC,18912.0,-6786.0,-35.88
G2800630,28.063.0,Mississippi,28.0,Jefferson County,Jefferson,63.0,1880,17314,True,Pre-AC,11306.0,6008.0,53.14
G2800670,28.067.0,Mississippi,28.0,Jones County,Jones,67.0,1880,3828,True,Pre-AC,57235.0,-53407.0,-93.31
G2800690,28.069.0,Mississippi,28.0,Kemper County,Kemper,69.0,1880,15719,True,Pre-AC,15893.0,-174.0,-1.09
G2800710,28.071.0,Mississippi,28.0,Lafayette County,Lafayette,71.0,1880,21671,True,Pre-AC,22798.0,-1127.0,-4.94
G2800750,28.075.0,Mississippi,28.0,Lauderdale County,Lauderdale,75.0,1880,21501,True,Pre-AC,64171.0,-42670.0,-66.49
G2800770,28.077.0,Mississippi,28.0,Lawrence County,Lawrence,77.0,1880,9420,True,Pre-AC,12639.0,-3219.0,-25.47
G2800790,28.079.0,Mississippi,28.0,Leake County,Leake,79.0,1880,13146,True,Pre-AC,21610.0,-8464.0,-39.17
G2800810,28.081.0,Mississippi,28.0,Lee County,Lee,81.0,1880,20470,True,Pre-AC,38237.0,-17767.0,-46.47
G2800830,28.083.0,Mississippi,28.0,Leflore County,Leflore,83.0,1880,10246,True,Pre-AC,51813.0,-41567.0,-80.23
G2800850,28.085.0,Mississippi,28.0,Lincoln County,Lincoln,85.0,1880,13547,True,Pre-AC,27899.0,-14352.0,-51.44
G2800870,28.087.0,Mississippi,28.0,Lowndes County,Lowndes,87.0,1880,28244,True,Pre-AC,37852.0,-9608.0,-25.38
G2800890,28.089.0,Mississippi,28.0,Madison County,Madison,89.0,1880,25866,True,Pre-AC,33860.0,-7994.0,-23.61
G2800910,28.091.0,Mississippi,28.0,Marion County,Marion,91.0,1880,6901,True,Pre-AC,23967.0,-17066.0,-71.21
G2800930,28.093.0,Mississippi,28.0,Marshall County,Marshall,93.0,1880,29330,True,Pre-AC,25106.0,4224.0,16.82
G2800950,28.095.0,Mississippi,28.0,Monroe County,Monroe,95.0,1880,28553,True,Pre-AC,36543.0,-7990.0,-21.86
G2800970,28.097.0,Mississippi,28.0,Montgomery County,Montgomery,97.0,1880,13348,True,Pre-AC,14470.0,-1122.0,-7.75
G2800990,28.099.0,Mississippi,28.0,Neshoba County,Neshoba,99.0,1880,8741,True,Pre-AC,25730.0,-16989.0,-66.03
G2801010,28.0101.0,Mississippi,28.0,Newton County,Newton,101.0,1880,13436,True,Pre-AC,22681.0,-9245.0,-40.76
G2801030,28.0103.0,Mississippi,28.0,Noxubee County,Noxubee,103.0,1880,29874,True,Pre-AC,20022.0,9852.0,49.21
G2801050,28.0105.0,Mississippi,28.0,Oktibbeha County,Oktibbeha,105.0,1880,15978,True,Pre-AC,24569.0,-8591.0,-34.97
G2801070,28.0107.0,Mississippi,28.0,Panola County,Panola,107.0,1880,28352,True,Pre-AC,31271.0,-2919.0,-9.33
G2801110,28.0111.0,Mississippi,28.0,Perry County,Perry,111.0,1880,3427,True,Pre-AC,9108.0,-5681.0,-62.37
G2801130,28.0113.0,Mississippi,28.0,Pike County,Pike,113.0,1880,16688,True,Pre-AC,35137.0,-18449.0,-52.51
G2801150,28.0115.0,Mississippi,28.0,Pontotoc County,Pontotoc,115.0,1880,13858,True,Pre-AC,19994.0,-6136.0,-30.69
G2801170,28.0117.0,Mississippi,28.0,Prentiss County,Prentiss,117.0,1880,12158,True,Pre-AC,19810.0,-7652.0,-38.63
G2801190,28.0119.0,Mississippi,28.0,Quitman County,Quitman,119.0,1880,1407,True,Pre-AC,25885.0,-24478.0,-94.56
G2801210,28.0121.0,Mississippi,28.0,Rankin County,Rankin,121.0,1880,16752,True,Pre-AC,28881.0,-12129.0,-42.0
G2801230,28.0123.0,Mississippi,28.0,Scott County,Scott,123.0,1880,10845,True,Pre-AC,21681.0,-10836.0,-49.98
G2801250,28.0125.0,Mississippi,28.0,Sharkey County,Sharkey,125.0,1880,6306,True,Pre-AC,12903.0,-6597.0,-51.13
G2801270,28.0127.0,Mississippi,28.0,Simpson County,Simpson,127.0,1880,8008,True,Pre-AC,21819.0,-13811.0,-63.3
G2801290,28.0129.0,Mississippi,28.0,Smith County,Smith,129.0,1880,8088,True,Pre-AC,16740.0,-8652.0,-51.68
G2801315,,Mississippi,28.0,Sumner County,Sumner,,1880,9534,True,Pre-AC,,,
G2801330,28.0133.0,Mississippi,28.0,Sunflower County,Sunflower,133.0,1880,4661,True,Pre-AC,56031.0,-51370.0,-91.68
G2801350,28.0135.0,Mississippi,28.0,Tallahatchie County,Tallahatchie,135.0,1880,10926,True,Pre-AC,30486.0,-19560.0,-64.16
G2801370,28.0137.0,Mississippi,28.0,Tate County,Tate,137.0,1880,18721,True,Pre-AC,18011.0,710.0,3.94
G2801390,28.0139.0,Mississippi,28.0,Tippah County,Tippah,139.0,1880,12867,True,Pre-AC,17522.0,-4655.0,-26.57
G2801410,28.0141.0,Mississippi,28.0,Tishomingo County,Tishomingo,141.0,1880,8774,True,Pre-AC,15544.0,-6770.0,-43.55
G2801430,28.0143.0,Mississippi,28.0,Tunica County,Tunica,143.0,1880,8461,True,Pre-AC,21664.0,-13203.0,-60.94
G2801450,28.0145.0,Mississippi,28.0,Union County,Union,145.0,1880,13030,True,Pre-AC,20262.0,-7232.0,-35.69
G2801490,28.0149.0,Mississippi,28.0,Warren County,Warren,149.0,1880,31238,True,Pre-AC,39616.0,-8378.0,-21.15
