GISJOIN,FIPS,STATE,STATEFP_clean,COUNTY,COUNTY_CLEAN,COUNTYFP_clean,YEAR,POPULATION,AC_ERA,POP_1950,PCT_CHANGE_FROM_1950,REP_STATION,ANN_AVG_TEMP_F,SUMMER_AVG_MAX_F,SUMMER_RH_PCT,COOLING_DEGREE_DAYS,CLIMATE_ZONE
G3701850,37185,North Carolina,37,Warren County,Warren,185,1920,21593,Pre-AC,23539.0,-8.27,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701870,37187,North Carolina,37,Washington County,Washington,187,1920,11429,Pre-AC,13180.0,-13.29,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701890,37189,North Carolina,37,Watauga County,Watauga,189,1920,13477,Pre-AC,18342.0,-26.52,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701910,37191,North Carolina,37,Wayne County,Wayne,191,1920,43640,Pre-AC,64267.0,-32.1,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701930,37193,North Carolina,37,Wilkes County,Wilkes,193,1920,32644,Pre-AC,45243.0,-27.85,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701950,37195,North Carolina,37,Wilson County,Wilson,195,1920,36813,Pre-AC,54506.0,-32.46,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701970,37197,North Carolina,37,Yadkin County,Yadkin,197,1920,16391,Pre-AC,22133.0,-25.94,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G3701990,37199,North Carolina,37,Yancey County,Yancey,199,1920,15093,Pre-AC,16306.0,-7.44,"Raleigh, NC",60.0,88.5,68,1624,Hot-Humid
G4500010,45001,South Carolina,45,Abbeville County,Abbeville,1,1920,27139,Pre-AC,22456.0,20.85,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500030,45003,South Carolina,45,Aiken County,Aiken,3,1920,45574,Pre-AC,53137.0,-14.23,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500050,45005,South Carolina,45,Allendale County,Allendale,5,1920,16098,Pre-AC,11773.0,36.74,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500070,45007,South Carolina,45,Anderson County,Anderson,7,1920,76349,Pre-AC,90664.0,-15.79,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500090,45009,South Carolina,45,Bamberg County,Bamberg,9,1920,20962,Pre-AC,17533.0,19.56,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500110,45011,South Carolina,45,Barnwell County,Barnwell,11,1920,23081,Pre-AC,17266.0,33.68,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500130,45013,South Carolina,45,Beaufort County,Beaufort,13,1920,22269,Pre-AC,26993.0,-17.5,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500150,45015,South Carolina,45,Berkeley County,Berkeley,15,1920,22558,Pre-AC,30251.0,-25.43,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500170,45017,South Carolina,45,Calhoun County,Calhoun,17,1920,18384,Pre-AC,14753.0,24.61,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500190,45019,South Carolina,45,Charleston County,Charleston,19,1920,108450,Pre-AC,164856.0,-34.22,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500210,45021,South Carolina,45,Cherokee County,Cherokee,21,1920,27570,Pre-AC,34992.0,-21.21,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500230,45023,South Carolina,45,Chester County,Chester,23,1920,33389,Pre-AC,32597.0,2.43,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500250,45025,South Carolina,45,Chesterfield County,Chesterfield,25,1920,31969,Pre-AC,36236.0,-11.78,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500270,45027,South Carolina,45,Clarendon County,Clarendon,27,1920,34878,Pre-AC,32215.0,8.27,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500290,45029,South Carolina,45,Colleton County,Colleton,29,1920,29897,Pre-AC,28242.0,5.86,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500310,45031,South Carolina,45,Darlington County,Darlington,31,1920,39126,Pre-AC,50016.0,-21.77,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500330,45033,South Carolina,45,Dillon County,Dillon,33,1920,25278,Pre-AC,30930.0,-18.27,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500350,45035,South Carolina,45,Dorchester County,Dorchester,35,1920,19459,Pre-AC,22601.0,-13.9,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500370,45037,South Carolina,45,Edgefield County,Edgefield,37,1920,23928,Pre-AC,16591.0,44.22,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500390,45039,South Carolina,45,Fairfield County,Fairfield,39,1920,27159,Pre-AC,21780.0,24.7,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500410,45041,South Carolina,45,Florence County,Florence,41,1920,50406,Pre-AC,79710.0,-36.76,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500430,45043,South Carolina,45,Georgetown County,Georgetown,43,1920,21716,Pre-AC,31762.0,-31.63,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500450,45045,South Carolina,45,Greenville County,Greenville,45,1920,88498,Pre-AC,168152.0,-47.37,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500470,45047,South Carolina,45,Greenwood County,Greenwood,47,1920,35791,Pre-AC,41628.0,-14.02,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500490,45049,South Carolina,45,Hampton County,Hampton,49,1920,19550,Pre-AC,18027.0,8.45,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500510,45051,South Carolina,45,Horry County,Horry,51,1920,32077,Pre-AC,59820.0,-46.38,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500530,45053,South Carolina,45,Jasper County,Jasper,53,1920,9868,Pre-AC,10995.0,-10.25,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500550,45055,South Carolina,45,Kershaw County,Kershaw,55,1920,29398,Pre-AC,32287.0,-8.95,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500570,45057,South Carolina,45,Lancaster County,Lancaster,57,1920,28628,Pre-AC,37071.0,-22.78,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500590,45059,South Carolina,45,Laurens County,Laurens,59,1920,42560,Pre-AC,46974.0,-9.4,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500610,45061,South Carolina,45,Lee County,Lee,61,1920,26827,Pre-AC,23173.0,15.77,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500630,45063,South Carolina,45,Lexington County,Lexington,63,1920,35676,Pre-AC,44279.0,-19.43,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500670,45067,South Carolina,45,Marion County,Marion,67,1920,23721,Pre-AC,33110.0,-28.36,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500690,45069,South Carolina,45,Marlboro County,Marlboro,69,1920,33180,Pre-AC,31766.0,4.45,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500650,45065,South Carolina,45,McCormick County,McCormick,65,1920,16444,Pre-AC,9577.0,71.7,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500710,45071,South Carolina,45,Newberry County,Newberry,71,1920,35552,Pre-AC,31771.0,11.9,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500730,45073,South Carolina,45,Oconee County,Oconee,73,1920,30117,Pre-AC,39050.0,-22.88,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500750,45075,South Carolina,45,Orangeburg County,Orangeburg,75,1920,64907,Pre-AC,68726.0,-5.56,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500770,45077,South Carolina,45,Pickens County,Pickens,77,1920,28329,Pre-AC,40058.0,-29.28,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500790,45079,South Carolina,45,Richland County,Richland,79,1920,78122,Pre-AC,142565.0,-45.2,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500810,45081,South Carolina,45,Saluda County,Saluda,81,1920,22088,Pre-AC,15924.0,38.71,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500830,45083,South Carolina,45,Spartanburg County,Spartanburg,83,1920,94265,Pre-AC,150349.0,-37.3,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500850,45085,South Carolina,45,Sumter County,Sumter,85,1920,43040,Pre-AC,57634.0,-25.32,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500870,45087,South Carolina,45,Union County,Union,87,1920,30372,Pre-AC,31334.0,-3.07,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500890,45089,South Carolina,45,Williamsburg County,Williamsburg,89,1920,38539,Pre-AC,43807.0,-12.03,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500910,45091,South Carolina,45,York County,York,91,1920,50536,Pre-AC,71596.0,-29.42,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4700010,47001,Tennessee,47,Anderson County,Anderson,1,1920,18298,Pre-AC,59407.0,-69.2,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700030,47003,Tennessee,47,Bedford County,Bedford,3,1920,21737,Pre-AC,23627.0,-8.0,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700050,47005,Tennessee,47,Benton County,Benton,5,1920,12046,Pre-AC,11495.0,4.79,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700070,47007,Tennessee,47,Bledsoe County,Bledsoe,7,1920,7218,Pre-AC,8561.0,-15.69,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700090,47009,Tennessee,47,Blount County,Blount,9,1920,28800,Pre-AC,54691.0,-47.34,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700110,47011,Tennessee,47,Bradley County,Bradley,11,1920,18652,Pre-AC,32338.0,-42.32,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700130,47013,Tennessee,47,Campbell County,Campbell,13,1920,28265,Pre-AC,34369.0,-17.76,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700150,47015,Tennessee,47,Cannon County,Cannon,15,1920,10241,Pre-AC,9174.0,11.63,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700170,47017,Tennessee,47,Carroll County,Carroll,17,1920,24361,Pre-AC,26553.0,-8.26,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700190,47019,Tennessee,47,Carter County,Carter,19,1920,21488,Pre-AC,42432.0,-49.36,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700210,47021,Tennessee,47,Cheatham County,Cheatham,21,1920,10039,Pre-AC,9167.0,9.51,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700230,47023,Tennessee,47,Chester County,Chester,23,1920,9669,Pre-AC,11149.0,-13.27,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700250,47025,Tennessee,47,Claiborne County,Claiborne,25,1920,23286,Pre-AC,24788.0,-6.06,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700270,47027,Tennessee,47,Clay County,Clay,27,1920,9193,Pre-AC,8701.0,5.65,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700290,47029,Tennessee,47,Cocke County,Cocke,29,1920,20782,Pre-AC,22991.0,-9.61,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700310,47031,Tennessee,47,Coffee County,Coffee,31,1920,17344,Pre-AC,23049.0,-24.75,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700330,47033,Tennessee,47,Crockett County,Crockett,33,1920,17438,Pre-AC,16624.0,4.9,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700350,47035,Tennessee,47,Cumberland County,Cumberland,35,1920,10094,Pre-AC,18877.0,-46.53,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700370,47037,Tennessee,47,Davidson County,Davidson,37,1920,167815,Pre-AC,321758.0,-47.84,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700410,47041,Tennessee,47,DeKalb County,DeKalb,41,1920,15370,Pre-AC,11680.0,31.59,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700390,47039,Tennessee,47,Decatur County,Decatur,39,1920,10198,Pre-AC,9442.0,8.01,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700430,47043,Tennessee,47,Dickson County,Dickson,43,1920,19342,Pre-AC,18805.0,2.86,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700450,47045,Tennessee,47,Dyer County,Dyer,45,1920,29983,Pre-AC,33473.0,-10.43,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700470,47047,Tennessee,47,Fayette County,Fayette,47,1920,31499,Pre-AC,27535.0,14.4,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700490,47049,Tennessee,47,Fentress County,Fentress,49,1920,10435,Pre-AC,14917.0,-30.05,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700510,47051,Tennessee,47,Franklin County,Franklin,51,1920,20641,Pre-AC,25431.0,-18.84,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700530,47053,Tennessee,47,Gibson County,Gibson,53,1920,43388,Pre-AC,48132.0,-9.86,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700550,47055,Tennessee,47,Giles County,Giles,55,1920,30948,Pre-AC,26961.0,14.79,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700570,47057,Tennessee,47,Grainger County,Grainger,57,1920,13369,Pre-AC,13086.0,2.16,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700590,47059,Tennessee,47,Greene County,Greene,59,1920,32824,Pre-AC,41048.0,-20.04,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700610,47061,Tennessee,47,Grundy County,Grundy,61,1920,9753,Pre-AC,12558.0,-22.34,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700630,47063,Tennessee,47,Hamblen County,Hamblen,63,1920,15056,Pre-AC,23976.0,-37.2,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700650,47065,Tennessee,47,Hamilton County,Hamilton,65,1920,115954,Pre-AC,208255.0,-44.32,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700670,47067,Tennessee,47,Hancock County,Hancock,67,1920,10454,Pre-AC,9116.0,14.68,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700690,47069,Tennessee,47,Hardeman County,Hardeman,69,1920,22278,Pre-AC,23311.0,-4.43,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700710,47071,Tennessee,47,Hardin County,Hardin,71,1920,17291,Pre-AC,16908.0,2.27,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700730,47073,Tennessee,47,Hawkins County,Hawkins,73,1920,22918,Pre-AC,30494.0,-24.84,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700750,47075,Tennessee,47,Haywood County,Haywood,75,1920,25386,Pre-AC,26212.0,-3.15,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700770,47077,Tennessee,47,Henderson County,Henderson,77,1920,18436,Pre-AC,17173.0,7.35,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700790,47079,Tennessee,47,Henry County,Henry,79,1920,27151,Pre-AC,23828.0,13.95,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700810,47081,Tennessee,47,Hickman County,Hickman,81,1920,16216,Pre-AC,13353.0,21.44,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700830,47083,Tennessee,47,Houston County,Houston,83,1920,6212,Pre-AC,5318.0,16.81,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700850,47085,Tennessee,47,Humphreys County,Humphreys,85,1920,13482,Pre-AC,11030.0,22.23,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700870,47087,Tennessee,47,Jackson County,Jackson,87,1920,14955,Pre-AC,12348.0,21.11,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700890,47089,Tennessee,47,Jefferson County,Jefferson,89,1920,17677,Pre-AC,19667.0,-10.12,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700910,47091,Tennessee,47,Johnson County,Johnson,91,1920,12230,Pre-AC,12278.0,-0.39,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700930,47093,Tennessee,47,Knox County,Knox,93,1920,112926,Pre-AC,223007.0,-49.36,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700950,47095,Tennessee,47,Lake County,Lake,95,1920,9075,Pre-AC,11655.0,-22.14,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700970,47097,Tennessee,47,Lauderdale County,Lauderdale,97,1920,21494,Pre-AC,25047.0,-14.19,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700990,47099,Tennessee,47,Lawrence County,Lawrence,99,1920,23593,Pre-AC,28818.0,-18.13,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701010,47101,Tennessee,47,Lewis County,Lewis,101,1920,5707,Pre-AC,6078.0,-6.1,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701030,47103,Tennessee,47,Lincoln County,Lincoln,103,1920,25786,Pre-AC,25624.0,0.63,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701050,47105,Tennessee,47,Loudon County,Loudon,105,1920,16275,Pre-AC,23182.0,-29.79,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701110,47111,Tennessee,47,Macon County,Macon,111,1920,14922,Pre-AC,13599.0,9.73,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701130,47113,Tennessee,47,Madison County,Madison,113,1920,43824,Pre-AC,60128.0,-27.12,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701150,47115,Tennessee,47,Marion County,Marion,115,1920,17402,Pre-AC,20520.0,-15.19,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701170,47117,Tennessee,47,Marshall County,Marshall,117,1920,17375,Pre-AC,17768.0,-2.21,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701190,47119,Tennessee,47,Maury County,Maury,119,1920,35403,Pre-AC,40368.0,-12.3,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701070,47107,Tennessee,47,McMinn County,McMinn,107,1920,25133,Pre-AC,32024.0,-21.52,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701090,47109,Tennessee,47,McNairy County,McNairy,109,1920,18350,Pre-AC,20390.0,-10.0,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701210,47121,Tennessee,47,Meigs County,Meigs,121,1920,6077,Pre-AC,6080.0,-0.05,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701230,47123,Tennessee,47,Monroe County,Monroe,123,1920,22060,Pre-AC,24513.0,-10.01,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701250,47125,Tennessee,47,Montgomery County,Montgomery,125,1920,32265,Pre-AC,44186.0,-26.98,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701270,47127,Tennessee,47,Moore County,Moore,127,1920,4491,Pre-AC,3948.0,13.75,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701290,47129,Tennessee,47,Morgan County,Morgan,129,1920,13285,Pre-AC,15727.0,-15.53,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701310,47131,Tennessee,47,Obion County,Obion,131,1920,28393,Pre-AC,29056.0,-2.28,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701330,47133,Tennessee,47,Overton County,Overton,133,1920,17617,Pre-AC,17566.0,0.29,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701350,47135,Tennessee,47,Perry County,Perry,135,1920,7765,Pre-AC,6462.0,20.16,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701370,47137,Tennessee,47,Pickett County,Pickett,137,1920,5205,Pre-AC,5093.0,2.2,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701390,47139,Tennessee,47,Polk County,Polk,139,1920,14243,Pre-AC,14074.0,1.2,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701410,47141,Tennessee,47,Putnam County,Putnam,141,1920,22231,Pre-AC,29869.0,-25.57,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701430,47143,Tennessee,47,Rhea County,Rhea,143,1920,13812,Pre-AC,16041.0,-13.9,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701450,47145,Tennessee,47,Roane County,Roane,145,1920,24624,Pre-AC,31665.0,-22.24,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701470,47147,Tennessee,47,Robertson County,Robertson,147,1920,25621,Pre-AC,27024.0,-5.19,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701490,47149,Tennessee,47,Rutherford County,Rutherford,149,1920,33059,Pre-AC,40696.0,-18.77,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701510,47151,Tennessee,47,Scott County,Scott,151,1920,13411,Pre-AC,17362.0,-22.76,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701530,47153,Tennessee,47,Sequatchie County,Sequatchie,153,1920,3632,Pre-AC,5685.0,-36.11,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701550,47155,Tennessee,47,Sevier County,Sevier,155,1920,22384,Pre-AC,23375.0,-4.24,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701570,47157,Tennessee,47,Shelby County,Shelby,157,1920,223216,Pre-AC,482393.0,-53.73,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701590,47159,Tennessee,47,Smith County,Smith,159,1920,17134,Pre-AC,14098.0,21.53,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701610,47161,Tennessee,47,Stewart County,Stewart,161,1920,14664,Pre-AC,9175.0,59.83,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701630,47163,Tennessee,47,Sullivan County,Sullivan,163,1920,36259,Pre-AC,95063.0,-61.86,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701650,47165,Tennessee,47,Sumner County,Sumner,165,1920,27708,Pre-AC,33533.0,-17.37,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701670,47167,Tennessee,47,Tipton County,Tipton,167,1920,30258,Pre-AC,29782.0,1.6,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701690,47169,Tennessee,47,Trousdale County,Trousdale,169,1920,5996,Pre-AC,5520.0,8.62,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701710,47171,Tennessee,47,Unicoi County,Unicoi,171,1920,10120,Pre-AC,15886.0,-36.3,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701730,47173,Tennessee,47,Union County,Union,173,1920,11615,Pre-AC,8670.0,33.97,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701750,47175,Tennessee,47,Van Buren County,Van Buren,175,1920,2624,Pre-AC,3985.0,-34.15,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701770,47177,Tennessee,47,Warren County,Warren,177,1920,17306,Pre-AC,22271.0,-22.29,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701790,47179,Tennessee,47,Washington County,Washington,179,1920,34052,Pre-AC,59971.0,-43.22,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701810,47181,Tennessee,47,Wayne County,Wayne,181,1920,12877,Pre-AC,13864.0,-7.12,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701830,47183,Tennessee,47,Weakley County,Weakley,183,1920,31053,Pre-AC,27962.0,11.05,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701850,47185,Tennessee,47,White County,White,185,1920,15701,Pre-AC,16204.0,-3.1,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701870,47187,Tennessee,47,Williamson County,Williamson,187,1920,23409,Pre-AC,24307.0,-3.69,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701890,47189,Tennessee,47,Wilson County,Wilson,189,1920,26241,Pre-AC,26318.0,-0.29,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G0100010,01001,Alabama,1,Autauga County,Autauga,1,1930,19694,Pre-AC,18186.0,8.29,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100030,01003,Alabama,1,Baldwin County,Baldwin,3,1930,28289,Pre-AC,40997.0,-31.0,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100050,01005,Alabama,1,Barbour County,Barbour,5,1930,32425,Pre-AC,28892.0,12.23,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100070,01007,Alabama,1,Bibb County,Bibb,7,1930,20780,Pre-AC,17987.0,15.53,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100090,01009,Alabama,1,Blount County,Blount,9,1930,28020,Pre-AC,28975.0,-3.3,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100110,01011,Alabama,1,Bullock County,Bullock,11,1930,20016,Pre-AC,16054.0,24.68,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100130,01013,Alabama,1,Butler County,Butler,13,1930,30195,Pre-AC,29228.0,3.31,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100150,01015,Alabama,1,Calhoun County,Calhoun,15,1930,55611,Pre-AC,79539.0,-30.08,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100170,01017,Alabama,1,Chambers County,Chambers,17,1930,39313,Pre-AC,39528.0,-0.54,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100190,01019,Alabama,1,Cherokee County,Cherokee,19,1930,20219,Pre-AC,17634.0,14.66,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100210,01021,Alabama,1,Chilton County,Chilton,21,1930,24579,Pre-AC,26922.0,-8.7,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100230,01023,Alabama,1,Choctaw County,Choctaw,23,1930,20513,Pre-AC,19152.0,7.11,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100250,01025,Alabama,1,Clarke County,Clarke,25,1930,26016,Pre-AC,26548.0,-2.0,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100270,01027,Alabama,1,Clay County,Clay,27,1930,17768,Pre-AC,13929.0,27.56,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100290,01029,Alabama,1,Cleburne County,Cleburne,29,1930,12877,Pre-AC,11904.0,8.17,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100310,01031,Alabama,1,Coffee County,Coffee,31,1930,32556,Pre-AC,30720.0,5.98,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100330,01033,Alabama,1,Colbert County,Colbert,33,1930,29860,Pre-AC,39561.0,-24.52,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100350,01035,Alabama,1,Conecuh County,Conecuh,35,1930,25429,Pre-AC,21776.0,16.78,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100370,01037,Alabama,1,Coosa County,Coosa,37,1930,12460,Pre-AC,11766.0,5.9,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100390,01039,Alabama,1,Covington County,Covington,39,1930,41356,Pre-AC,40373.0,2.43,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
